t,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10
0.1234,6.80431,3.5887,4.95546,0.281848,2.13157,1.64646,-4.68545,0.825724,0.823958,3.18911,4.76202,2.37681,6.47393,0.798788,0.374923,2.37839,-5.84065,2.27186,-0.719717,0.148188,3.90247,2.09167,3.5481,0.45551,1.26192,1.93327,-0.99751,2.74453,0.231077,2.61219
0.1235,6.80941,3.5885,4.96355,0.281964,2.13153,1.64658,-4.69381,0.825905,0.818938,3.18899,4.76688,2.37673,6.48816,0.798822,0.375139,2.37821,-5.84823,2.27183,-0.728312,0.148335,3.90456,2.09162,3.55479,0.455592,1.26201,1.93324,-1.00115,2.74435,0.227255,2.61208
0.1236,6.81451,3.58829,4.97165,0.282081,2.13149,1.6467,-4.70217,0.826085,0.813918,3.18887,4.77175,2.37665,6.50238,0.798856,0.375356,2.37802,-5.85582,2.27181,-0.736906,0.148481,3.90666,2.09158,3.56149,0.455673,1.2621,1.93321,-1.00479,2.74417,0.223433,2.61197
0.1237,6.81962,3.58809,4.97974,0.282198,2.13145,1.64682,-4.71053,0.826266,0.808899,3.18875,4.77662,2.37657,6.51661,0.798889,0.375572,2.37784,-5.8634,2.27179,-0.7455,0.148627,3.90875,2.09154,3.56818,0.455755,1.26219,1.93317,-1.00844,2.74399,0.21961,2.61186
0.1238,6.82472,3.58788,4.98784,0.282315,2.13141,1.64694,-4.71889,0.826447,0.803879,3.18863,4.78148,2.37649,6.53083,0.798923,0.375789,2.37766,-5.87098,2.27176,-0.754095,0.148773,3.91084,2.0915,3.57488,0.455836,1.26227,1.93314,-1.01208,2.74381,0.215788,2.61175
0.1239,6.82983,3.58767,4.99593,0.282433,2.13138,1.64706,-4.72725,0.826628,0.798859,3.18851,4.78635,2.3764,6.54506,0.798957,0.376005,2.37748,-5.87856,2.27174,-0.762689,0.14892,3.91293,2.09145,3.58158,0.455918,1.26236,1.93311,-1.01572,2.74363,0.211966,2.61164
0.124,6.83493,3.58747,5.00403,0.28255,2.13134,1.64718,-4.73561,0.826809,0.79384,3.18839,4.79121,2.37632,6.55928,0.79899,0.376222,2.3773,-5.88614,2.27172,-0.771283,0.149066,3.91502,2.09141,3.58827,0.455999,1.26245,1.93308,-1.01936,2.74346,0.208144,2.61153
0.1241,6.84003,3.58726,5.01212,0.282667,2.1313,1.6473,-4.74397,0.82699,0.78882,3.18827,4.79608,2.37624,6.57351,0.799024,0.376438,2.37711,-5.89372,2.27169,-0.779877,0.149213,3.91711,2.09137,3.59497,0.456081,1.26254,1.93305,-1.023,2.74328,0.204322,2.61142
0.1242,6.84514,3.58705,5.02022,0.282784,2.13126,1.64742,-4.75233,0.827172,0.783801,3.18815,4.80095,2.37616,6.58773,0.799058,0.376655,2.37693,-5.90131,2.27167,-0.788471,0.149359,3.9192,2.09133,3.60167,0.456162,1.26263,1.93301,-1.02665,2.7431,0.2005,2.61131
0.1243,6.85024,3.58685,5.02831,0.282902,2.13122,1.64754,-4.76069,0.827353,0.778781,3.18803,4.80581,2.37608,6.60196,0.799091,0.376871,2.37675,-5.90889,2.27165,-0.797064,0.149506,3.9213,2.09128,3.60836,0.456244,1.26272,1.93298,-1.03029,2.74292,0.196678,2.6112
0.1244,6.85534,3.58664,5.0364,0.283019,2.13118,1.64766,-4.76905,0.827535,0.773761,3.18791,4.81068,2.376,6.61618,0.799124,0.377088,2.37657,-5.91647,2.27162,-0.805658,0.149653,3.92339,2.09124,3.61506,0.456326,1.26281,1.93295,-1.03393,2.74274,0.192857,2.61109
0.1245,6.86044,3.58643,5.0445,0.283137,2.13115,1.64778,-4.77741,0.827716,0.768742,3.1878,4.81555,2.37592,6.63041,0.799158,0.377305,2.37638,-5.92405,2.2716,-0.814252,0.149799,3.92548,2.0912,3.62175,0.456408,1.26289,1.93292,-1.03757,2.74256,0.189035,2.61098
0.1246,6.86555,3.58623,5.05259,0.283254,2.13111,1.6479,-4.78577,0.827898,0.763722,3.18768,4.82041,2.37584,6.64463,0.799191,0.377522,2.3762,-5.93163,2.27158,-0.822845,0.149946,3.92757,2.09116,3.62845,0.456489,1.26298,1.93289,-1.04121,2.74238,0.185213,2.61087
0.1247,6.87065,3.58602,5.06069,0.283372,2.13107,1.64802,-4.79413,0.82808,0.758703,3.18756,4.82528,2.37576,6.65886,0.799225,0.377738,2.37602,-5.93921,2.27155,-0.831439,0.150093,3.92966,2.09111,3.63515,0.456571,1.26307,1.93286,-1.04486,2.7422,0.181391,2.61076
0.1248,6.87575,3.58581,5.06878,0.28349,2.13103,1.64814,-4.80249,0.828262,0.753683,3.18744,4.83014,2.37568,6.67308,0.799258,0.377955,2.37584,-5.9468,2.27153,-0.840032,0.15024,3.93175,2.09107,3.64184,0.456653,1.26316,1.93283,-1.0485,2.74202,0.177569,2.61065
0.1249,6.88086,3.58561,5.07688,0.283607,2.13099,1.64826,-4.81085,0.828444,0.748663,3.18732,4.83501,2.3756,6.68731,0.799291,0.378172,2.37565,-5.95438,2.27151,-0.848625,0.150387,3.93385,2.09103,3.64854,0.456735,1.26325,1.9328,-1.05214,2.74184,0.173748,2.61054
0.125,6.88596,3.5854,5.08497,0.283725,2.13095,1.64838,-4.81921,0.828626,0.743644,3.1872,4.83988,2.37552,6.70153,0.799325,0.378389,2.37547,-5.96196,2.27148,-0.857219,0.150534,3.93594,2.09099,3.65524,0.456817,1.26334,1.93276,-1.05578,2.74166,0.169926,2.61043
0.1251,6.89106,3.58519,5.09307,0.283843,2.13092,1.6485,-4.82757,0.828809,0.738624,3.18708,4.84474,2.37543,6.71576,0.799358,0.378606,2.37529,-5.96954,2.27146,-0.865812,0.150681,3.93803,2.09094,3.66193,0.456899,1.26343,1.93273,-1.05942,2.74148,0.166104,2.61032
0.1252,6.89617,3.58498,5.10116,0.283961,2.13088,1.64862,-4.83593,0.828991,0.733605,3.18696,4.84961,2.37535,6.72998,0.799391,0.378823,2.37511,-5.97712,2.27144,-0.874405,0.150828,3.94012,2.0909,3.66863,0.456981,1.26351,1.9327,-1.06307,2.7413,0.162283,2.61021
0.1253,6.90127,3.58478,5.10926,0.284079,2.13084,1.64874,-4.84429,0.829174,0.728585,3.18684,4.85448,2.37527,6.74421,0.799424,0.37904,2.37492,-5.9847,2.27141,-0.882998,0.150975,3.94221,2.09086,3.67532,0.457063,1.2636,1.93267,-1.06671,2.74112,0.158461,2.6101
0.1254,6.90637,3.58457,5.11735,0.284197,2.1308,1.64886,-4.85265,0.829356,0.723566,3.18672,4.85934,2.37519,6.75843,0.799457,0.379258,2.37474,-5.99229,2.27139,-0.891591,0.151122,3.9443,2.09082,3.68202,0.457145,1.26369,1.93264,-1.07035,2.74094,0.15464,2.60999
0.1255,6.91148,3.58436,5.12545,0.284315,2.13076,1.64898,-4.86101,0.829539,0.718546,3.1866,4.86421,2.37511,6.77266,0.79949,0.379475,2.37456,-5.99987,2.27137,-0.900183,0.15127,3.94639,2.09077,3.68872,0.457227,1.26378,1.93261,-1.07399,2.74076,0.150818,2.60988
0.1256,6.91658,3.58415,5.13354,0.284434,2.13072,1.6491,-4.86937,0.829722,0.713527,3.18648,4.86907,2.37503,6.78688,0.799523,0.379692,2.37437,-6.00745,2.27134,-0.908776,0.151417,3.94849,2.09073,3.69541,0.457309,1.26387,1.93258,-1.07763,2.74058,0.146997,2.60977
0.1257,6.92168,3.58395,5.14164,0.284552,2.13068,1.64922,-4.87773,0.829905,0.708507,3.18636,4.87394,2.37495,6.80111,0.799556,0.379909,2.37419,-6.01503,2.27132,-0.917369,0.151564,3.95058,2.09069,3.70211,0.457391,1.26396,1.93255,-1.08128,2.7404,0.143175,2.60966
0.1258,6.92678,3.58374,5.14973,0.28467,2.13064,1.64934,-4.88609,0.830088,0.703488,3.18624,4.87881,2.37487,6.81533,0.799589,0.380127,2.37401,-6.02261,2.2713,-0.925961,0.151712,3.95267,2.09065,3.70881,0.457474,1.26405,1.93252,-1.08492,2.74022,0.139354,2.60955
0.1259,6.93189,3.58353,5.15782,0.284789,2.1306,1.64946,-4.89445,0.830271,0.698468,3.18612,4.88367,2.37479,6.82956,0.799622,0.380344,2.37382,-6.03019,2.27127,-0.934554,0.151859,3.95476,2.0906,3.7155,0.457556,1.26413,1.93249,-1.08856,2.74004,0.135532,2.60944
0.126,6.93699,3.58332,5.16592,0.284907,2.13056,1.64958,-4.90281,0.830455,0.693449,3.186,4.88854,2.3747,6.84378,0.799655,0.380562,2.37364,-6.03777,2.27125,-0.943146,0.152007,3.95685,2.09056,3.7222,0.457638,1.26422,1.93246,-1.0922,2.73986,0.131711,2.60933
0.1261,6.94209,3.58311,5.17401,0.285026,2.13052,1.6497,-4.91117,0.830638,0.688429,3.18588,4.89341,2.37462,6.858,0.799688,0.380779,2.37346,-6.04536,2.27123,-0.951739,0.152154,3.95894,2.09052,3.72889,0.45772,1.26431,1.93243,-1.09584,2.73968,0.12789,2.60922
0.1262,6.9472,3.5829,5.18211,0.285144,2.13049,1.64982,-4.91953,0.830822,0.68341,3.18575,4.89827,2.37454,6.87223,0.799721,0.380997,2.37327,-6.05294,2.2712,-0.960331,0.152302,3.96103,2.09048,3.73559,0.457803,1.2644,1.9324,-1.09949,2.73949,0.124069,2.60911
0.1263,6.9523,3.5827,5.1902,0.285263,2.13045,1.64994,-4.92789,0.831005,0.678391,3.18563,4.90314,2.37446,6.88645,0.799754,0.381214,2.37309,-6.06052,2.27118,-0.968923,0.15245,3.96313,2.09043,3.74229,0.457885,1.26449,1.93237,-1.10313,2.73931,0.120247,2.609
0.1264,6.9574,3.58249,5.1983,0.285382,2.13041,1.65006,-4.93625,0.831189,0.673371,3.18551,4.908,2.37438,6.90068,0.799787,0.381432,2.37291,-6.0681,2.27115,-0.977515,0.152598,3.96522,2.09039,3.74898,0.457968,1.26458,1.93234,-1.10677,2.73913,0.116426,2.60888
0.1265,6.9625,3.58228,5.20639,0.285501,2.13037,1.65017,-4.94461,0.831373,0.668352,3.18539,4.91287,2.3743,6.9149,0.79982,0.38165,2.37272,-6.07568,2.27113,-0.986108,0.152745,3.96731,2.09035,3.75568,0.45805,1.26467,1.93231,-1.11041,2.73895,0.112605,2.60877
0.1266,6.96761,3.58207,5.21449,0.285619,2.13033,1.65029,-4.95297,0.831557,0.663332,3.18527,4.91774,2.37422,6.92913,0.799852,0.381867,2.37254,-6.08326,2.27111,-0.9947,0.152893,3.9694,2.09031,3.76237,0.458133,1.26475,1.93228,-1.11405,2.73877,0.108784,2.60866
0.1267,6.97271,3.58186,5.22258,0.285738,2.13029,1.65041,-4.96133,0.831741,0.658313,3.18515,4.9226,2.37414,6.94335,0.799885,0.382085,2.37236,-6.09085,2.27108,-1.00329,0.153041,3.97149,2.09026,3.76907,0.458215,1.26484,1.93225,-1.1177,2.73859,0.104963,2.60855
0.1268,6.97781,3.58165,5.23068,0.285857,2.13025,1.65053,-4.96969,0.831925,0.653294,3.18503,4.92747,2.37405,6.95758,0.799918,0.382303,2.37217,-6.09843,2.27106,-1.01188,0.153189,3.97358,2.09022,3.77577,0.458298,1.26493,1.93222,-1.12134,2.7384,0.101142,2.60844
0.1269,6.98291,3.58145,5.23877,0.285976,2.13021,1.65065,-4.97805,0.83211,0.648274,3.18491,4.93234,2.37397,6.9718,0.79995,0.382521,2.37199,-6.10601,2.27104,-1.02048,0.153337,3.97567,2.09018,3.78246,0.45838,1.26502,1.93219,-1.12498,2.73822,0.0973205,2.60833
0.127,6.98802,3.58124,5.24687,0.286095,2.13017,1.65077,-4.98641,0.832294,0.643255,3.18479,4.9372,2.37389,6.98602,0.799983,0.382739,2.37181,-6.11359,2.27101,-1.02907,0.153485,3.97777,2.09014,3.78916,0.458463,1.26511,1.93216,-1.12862,2.73804,0.0934995,2.60822
0.1271,6.99312,3.58103,5.25496,0.286214,2.13013,1.65089,-4.99477,0.832479,0.638236,3.18467,4.94207,2.37381,7.00025,0.800016,0.382957,2.37162,-6.12117,2.27099,-1.03766,0.153633,3.97986,2.09009,3.79586,0.458546,1.2652,1.93213,-1.13226,2.73786,0.0896785,2.60811
0.1272,6.99822,3.58082,5.26306,0.286334,2.13009,1.65101,-5.00313,0.832663,0.633216,3.18455,4.94693,2.37373,7.01447,0.800048,0.383175,2.37144,-6.12875,2.27097,-1.04625,0.153782,3.98195,2.09005,3.80255,0.458629,1.26529,1.9321,-1.1359,2.73767,0.0858576,2.608
0.1273,7.00332,3.58061,5.27115,0.286453,2.13005,1.65112,-5.01149,0.832848,0.628197,3.18443,4.9518,2.37365,7.0287,0.800081,0.383393,2.37125,-6.13633,2.27094,-1.05484,0.15393,3.98404,2.09001,3.80925,0.458711,1.26538,1.93207,-1.13955,2.73749,0.0820366,2.60788
0.1274,7.00843,3.5804,5.27924,0.286572,2.13001,1.65124,-5.01985,0.833033,0.623178,3.1843,4.95667,2.37357,7.04292,0.800114,0.383611,2.37107,-6.14392,2.27092,-1.06343,0.154078,3.98613,2.08997,3.81594,0.458794,1.26546,1.93204,-1.14319,2.73731,0.0782157,2.60777
0.1275,7.01353,3.58019,5.28734,0.286692,2.12997,1.65136,-5.02821,0.833218,0.618158,3.18418,4.96153,2.37348,7.05714,0.800146,0.383829,2.37089,-6.1515,2.27089,-1.07202,0.154226,3.98822,2.08992,3.82264,0.458877,1.26555,1.93201,-1.14683,2.73713,0.0743949,2.60766
0.1276,7.01863,3.57998,5.29543,0.286811,2.12993,1.65148,-5.03657,0.833403,0.613139,3.18406,4.9664,2.3734,7.07137,0.800179,0.384047,2.3707,-6.15908,2.27087,-1.08062,0.154375,3.99031,2.08988,3.82934,0.45896,1.26564,1.93198,-1.15047,2.73694,0.070574,2.60755
0.1277,7.02373,3.57977,5.30353,0.28693,2.12989,1.6516,-5.04493,0.833588,0.60812,3.18394,4.97127,2.37332,7.08559,0.800211,0.384266,2.37052,-6.16666,2.27085,-1.08921,0.154523,3.99241,2.08984,3.83603,0.459043,1.26573,1.93195,-1.15411,2.73676,0.0667532,2.60744
0.1278,7.02884,3.57956,5.31162,0.28705,2.12985,1.65172,-5.05329,0.833774,0.603101,3.18382,4.97613,2.37324,7.09982,0.800244,0.384484,2.37033,-6.17424,2.27082,-1.0978,0.154672,3.9945,2.08979,3.84273,0.459126,1.26582,1.93192,-1.15776,2.73658,0.0629324,2.60733
0.1279,7.03394,3.57935,5.31972,0.28717,2.12981,1.65183,-5.06165,0.833959,0.598081,3.1837,4.981,2.37316,7.11404,0.800276,0.384702,2.37015,-6.18182,2.2708,-1.10639,0.15482,3.99659,2.08975,3.84942,0.459209,1.26591,1.93189,-1.1614,2.73639,0.0591117,2.60721
0.128,7.03904,3.57914,5.32781,0.287289,2.12977,1.65195,-5.07001,0.834145,0.593062,3.18358,4.98586,2.37308,7.12826,0.800309,0.384921,2.36997,-6.1894,2.27077,-1.11498,0.154969,3.99868,2.08971,3.85612,0.459292,1.266,1.93186,-1.16504,2.73621,0.055291,2.6071
0.1281,7.04414,3.57893,5.33591,0.287409,2.12973,1.65207,-5.07837,0.83433,0.588043,3.18346,4.99073,2.373,7.14249,0.800341,0.385139,2.36978,-6.19698,2.27075,-1.12357,0.155118,4.00077,2.08967,3.86282,0.459375,1.26609,1.93183,-1.16868,2.73602,0.0514703,2.60699
0.1282,7.04925,3.57872,5.344,0.287529,2.12969,1.65219,-5.08673,0.834516,0.583024,3.18333,4.9956,2.37291,7.15671,0.800373,0.385358,2.3696,-6.20457,2.27073,-1.13216,0.155266,4.00286,2.08962,3.86951,0.459458,1.26617,1.9318,-1.17232,2.73584,0.0476496,2.60688
0.1283,7.05435,3.57851,5.3521,0.287648,2.12965,1.6523,-5.09509,0.834702,0.578004,3.18321,5.00046,2.37283,7.17094,0.800406,0.385576,2.36941,-6.21215,2.2707,-1.14075,0.155415,4.00495,2.08958,3.87621,0.459541,1.26626,1.93178,-1.17597,2.73566,0.043829,2.60677
0.1284,7.05945,3.5783,5.36019,0.287768,2.12961,1.65242,-5.10345,0.834888,0.572985,3.18309,5.00533,2.37275,7.18516,0.800438,0.385795,2.36923,-6.21973,2.27068,-1.14934,0.155564,4.00704,2.08954,3.8829,0.459624,1.26635,1.93175,-1.17961,2.73547,0.0400084,2.60666
0.1285,7.06455,3.57809,5.36829,0.287888,2.12956,1.65254,-5.1118,0.835074,0.567966,3.18297,5.0102,2.37267,7.19938,0.80047,0.386014,2.36904,-6.22731,2.27066,-1.15793,0.155713,4.00914,2.0895,3.8896,0.459707,1.26644,1.93172,-1.18325,2.73529,0.0361878,2.60654
0.1286,7.06965,3.57788,5.37638,0.288008,2.12952,1.65266,-5.12016,0.83526,0.562947,3.18285,5.01506,2.37259,7.21361,0.800503,0.386233,2.36886,-6.23489,2.27063,-1.16653,0.155862,4.01123,2.08945,3.8963,0.459791,1.26653,1.93169,-1.18689,2.7351,0.0323673,2.60643
0.1287,7.07476,3.57767,5.38448,0.288128,2.12948,1.65278,-5.12852,0.835447,0.557928,3.18272,5.01993,2.37251,7.22783,0.800535,0.386451,2.36867,-6.24247,2.27061,-1.17512,0.156011,4.01332,2.08941,3.90299,0.459874,1.26662,1.93166,-1.19053,2.73492,0.0285468,2.60632
0.1288,7.07986,3.57746,5.39257,0.288248,2.12944,1.65289,-5.13688,0.835633,0.552909,3.1826,5.02479,2.37242,7.24206,0.800567,0.38667,2.36849,-6.25005,2.27058,-1.18371,0.15616,4.01541,2.08937,3.90969,0.459957,1.26671,1.93163,-1.19418,2.73474,0.0247263,2.60621
0.1289,7.08496,3.57725,5.40066,0.288368,2.1294,1.65301,-5.14524,0.83582,0.547889,3.18248,5.02966,2.37234,7.25628,0.8006,0.386889,2.3683,-6.25764,2.27056,-1.1923,0.156309,4.0175,2.08932,3.91638,0.460041,1.2668,1.9316,-1.19782,2.73455,0.0209058,2.6061
0.129,7.09006,3.57704,5.40876,0.288489,2.12936,1.65313,-5.1536,0.836007,0.54287,3.18236,5.03453,2.37226,7.2705,0.800632,0.387108,2.36812,-6.26522,2.27054,-1.20089,0.156458,4.01959,2.08928,3.92308,0.460124,1.26688,1.93157,-1.20146,2.73437,0.0170854,2.60598
0.1291,7.09516,3.57683,5.41685,0.288609,2.12932,1.65324,-5.16196,0.836193,0.537851,3.18224,5.03939,2.37218,7.28473,0.800664,0.387327,2.36793,-6.2728,2.27051,-1.20948,0.156608,4.02168,2.08924,3.92978,0.460207,1.26697,1.93155,-1.2051,2.73418,0.013265,2.60587
0.1292,7.10027,3.57662,5.42495,0.288729,2.12928,1.65336,-5.17032,0.83638,0.532832,3.18211,5.04426,2.3721,7.29895,0.800696,0.387546,2.36775,-6.28038,2.27049,-1.21807,0.156757,4.02377,2.0892,3.93647,0.460291,1.26706,1.93152,-1.20874,2.734,0.00944457,2.60576
0.1293,7.10537,3.57641,5.43304,0.288849,2.12924,1.65348,-5.17868,0.836567,0.527813,3.18199,5.04913,2.37202,7.31317,0.800729,0.387765,2.36756,-6.28796,2.27046,-1.22666,0.156906,4.02586,2.08915,3.94317,0.460374,1.26715,1.93149,-1.21238,2.73381,0.00562421,2.60565
0.1294,7.11047,3.5762,5.44114,0.28897,2.1292,1.6536,-5.18704,0.836754,0.522794,3.18187,5.05399,2.37193,7.3274,0.800761,0.387984,2.36738,-6.29554,2.27044,-1.23525,0.157055,4.02796,2.08911,3.94986,0.460458,1.26724,1.93146,-1.21603,2.73363,0.00180389,2.60553
0.1295,7.11557,3.57599,5.44923,0.28909,2.12916,1.65371,-5.1954,0.836942,0.517775,3.18175,5.05886,2.37185,7.34162,0.800793,0.388204,2.36719,-6.30312,2.27042,-1.24384,0.157205,4.03005,2.08907,3.95656,0.460542,1.26733,1.93143,-1.21967,2.73344,-0.00201641,2.60542
0.1296,7.12067,3.57578,5.45733,0.289211,2.12911,1.65383,-5.20376,0.837129,0.512756,3.18163,5.06373,2.37177,7.35585,0.800825,0.388423,2.36701,-6.3107,2.27039,-1.25243,0.157354,4.03214,2.08903,3.96326,0.460625,1.26742,1.93141,-1.22331,2.73326,-0.00583669,2.60531
0.1297,7.12578,3.57557,5.46542,0.289331,2.12907,1.65395,-5.21212,0.837316,0.507737,3.1815,5.06859,2.37169,7.37007,0.800857,0.388642,2.36682,-6.31829,2.27037,-1.26102,0.157504,4.03423,2.08898,3.96995,0.460709,1.26751,1.93138,-1.22695,2.73307,-0.00965694,2.6052
0.1298,7.13088,3.57535,5.47352,0.289452,2.12903,1.65406,-5.22048,0.837504,0.502718,3.18138,5.07346,2.37161,7.38429,0.800889,0.388862,2.36664,-6.32587,2.27034,-1.26961,0.157654,4.03632,2.08894,3.97665,0.460793,1.2676,1.93135,-1.23059,2.73288,-0.0134772,2.60508
0.1299,7.13598,3.57514,5.48161,0.289573,2.12899,1.65418,-5.22884,0.837692,0.497699,3.18126,5.07832,2.37152,7.39852,0.800921,0.389081,2.36645,-6.33345,2.27032,-1.2782,0.157803,4.03841,2.0889,3.98334,0.460876,1.26768,1.93132,-1.23424,2.7327,-0.0172974,2.60497
0.13,7.14108,3.57493,5.48971,0.289693,2.12895,1.6543,-5.2372,0.83788,0.49268,3.18113,5.08319,2.37144,7.41274,0.800953,0.3893,2.36627,-6.34103,2.27029,-1.28679,0.157953,4.0405,2.08885,3.99004,0.46096,1.26777,1.93129,-1.23788,2.73251,-0.0211175,2.60486
0.1301,7.14618,3.57472,5.4978,0.289814,2.12891,1.65441,-5.24556,0.838067,0.487661,3.18101,5.08806,2.37136,7.42696,0.800986,0.38952,2.36608,-6.34861,2.27027,-1.29538,0.158103,4.04259,2.08881,3.99674,0.461044,1.26786,1.93127,-1.24152,2.73233,-0.0249377,2.60475
0.1302,7.15129,3.57451,5.5059,0.289935,2.12887,1.65453,-5.25392,0.838256,0.482642,3.18089,5.09292,2.37128,7.44119,0.801018,0.38974,2.3659,-6.35619,2.27025,-1.30397,0.158252,4.04469,2.08877,4.00343,0.461128,1.26795,1.93124,-1.24516,2.73214,-0.0287578,2.60463
0.1303,7.15639,3.5743,5.51399,0.290056,2.12883,1.65465,-5.26228,0.838444,0.477623,3.18077,5.09779,2.3712,7.45541,0.80105,0.389959,2.36571,-6.36377,2.27022,-1.31256,0.158402,4.04678,2.08873,4.01013,0.461212,1.26804,1.93121,-1.2488,2.73195,-0.0325779,2.60452
0.1304,7.16149,3.57409,5.52208,0.290177,2.12878,1.65476,-5.27064,0.838632,0.472604,3.18064,5.10266,2.37111,7.46963,0.801082,0.390179,2.36553,-6.37135,2.2702,-1.32115,0.158552,4.04887,2.08868,4.01682,0.461296,1.26813,1.93118,-1.25245,2.73177,-0.0363979,2.60441
0.1305,7.16659,3.57387,5.53018,0.290298,2.12874,1.65488,-5.279,0.83882,0.467585,3.18052,5.10752,2.37103,7.48386,0.801114,0.390399,2.36534,-6.37894,2.27017,-1.32974,0.158702,4.05096,2.08864,4.02352,0.461379,1.26822,1.93116,-1.25609,2.73158,-0.040218,2.60429
0.1306,7.17169,3.57366,5.53827,0.290419,2.1287,1.655,-5.28736,0.839009,0.462566,3.1804,5.11239,2.37095,7.49808,0.801146,0.390618,2.36515,-6.38652,2.27015,-1.33833,0.158852,4.05305,2.0886,4.03022,0.461463,1.26831,1.93113,-1.25973,2.73139,-0.044038,2.60418
0.1307,7.17679,3.57345,5.54637,0.29054,2.12866,1.65511,-5.29572,0.839197,0.457547,3.18028,5.11726,2.37087,7.5123,0.801178,0.390838,2.36497,-6.3941,2.27013,-1.34691,0.159002,4.05514,2.08855,4.03691,0.461548,1.2684,1.9311,-1.26337,2.73121,-0.047858,2.60407
0.1308,7.1819,3.57324,5.55446,0.290661,2.12862,1.65523,-5.30407,0.839386,0.452528,3.18015,5.12212,2.37079,7.52653,0.80121,0.391058,2.36478,-6.40168,2.2701,-1.3555,0.159153,4.05723,2.08851,4.04361,0.461632,1.26848,1.93107,-1.26701,2.73102,-0.051678,2.60396
0.1309,7.187,3.57303,5.56256,0.290782,2.12857,1.65535,-5.31243,0.839575,0.447509,3.18003,5.12699,2.3707,7.54075,0.801242,0.391278,2.3646,-6.40926,2.27008,-1.36409,0.159303,4.05932,2.08847,4.0503,0.461716,1.26857,1.93105,-1.27065,2.73083,-0.0554979,2.60384
0.131,7.1921,3.57281,5.57065,0.290903,2.12853,1.65546,-5.32079,0.839764,0.442491,3.17991,5.13185,2.37062,7.55497,0.801274,0.391498,2.36441,-6.41684,2.27005,-1.37268,0.159453,4.06141,2.08843,4.057,0.4618,1.26866,1.93102,-1.2743,2.73065,-0.0593178,2.60373
0.1311,7.1972,3.5726,5.57875,0.291024,2.12849,1.65558,-5.32915,0.839953,0.437472,3.17978,5.13672,2.37054,7.5692,0.801306,0.391718,2.36423,-6.42442,2.27003,-1.38127,0.159603,4.06351,2.08838,4.0637,0.461884,1.26875,1.93099,-1.27794,2.73046,-0.0631377,2.60362
0.1312,7.2023,3.57239,5.58684,0.291146,2.12845,1.65569,-5.33751,0.840142,0.432453,3.17966,5.14159,2.37046,7.58342,0.801338,0.391938,2.36404,-6.432,2.27,-1.38986,0.159754,4.0656,2.08834,4.07039,0.461968,1.26884,1.93097,-1.28158,2.73027,-0.0669576,2.6035
0.1313,7.2074,3.57218,5.59494,0.291267,2.12841,1.65581,-5.34587,0.840331,0.427434,3.17954,5.14645,2.37038,7.59764,0.80137,0.392159,2.36385,-6.43958,2.26998,-1.39845,0.159904,4.06769,2.0883,4.07709,0.462053,1.26893,1.93094,-1.28522,2.73008,-0.0707774,2.60339
0.1314,7.21251,3.57197,5.60303,0.291388,2.12837,1.65593,-5.35423,0.840521,0.422415,3.17941,5.15132,2.37029,7.61187,0.801401,0.392379,2.36367,-6.44717,2.26995,-1.40704,0.160054,4.06978,2.08825,4.08378,0.462137,1.26902,1.93091,-1.28886,2.7299,-0.0745972,2.60328
0.1315,7.21761,3.57175,5.61113,0.29151,2.12832,1.65604,-5.36259,0.84071,0.417396,3.17929,5.15619,2.37021,7.62609,0.801433,0.392599,2.36348,-6.45475,2.26993,-1.41563,0.160205,4.07187,2.08821,4.09048,0.462221,1.26911,1.93088,-1.29251,2.72971,-0.078417,2.60316
0.1316,7.22271,3.57154,5.61922,0.291631,2.12828,1.65616,-5.37095,0.8409,0.412378,3.17917,5.16105,2.37013,7.64031,0.801465,0.392819,2.3633,-6.46233,2.26991,-1.42422,0.160356,4.07396,2.08817,4.09718,0.462306,1.2692,1.93086,-1.29615,2.72952,-0.0822368,2.60305
0.1317,7.22781,3.57133,5.62731,0.291753,2.12824,1.65627,-5.37931,0.84109,0.407359,3.17904,5.16592,2.37005,7.65454,0.801497,0.39304,2.36311,-6.46991,2.26988,-1.43281,0.160506,4.07605,2.08813,4.10387,0.46239,1.26929,1.93083,-1.29979,2.72933,-0.0860566,2.60294
0.1318,7.23291,3.57111,5.63541,0.291875,2.1282,1.65639,-5.38767,0.841279,0.40234,3.17892,5.17078,2.36996,7.66876,0.801529,0.39326,2.36292,-6.47749,2.26986,-1.4414,0.160657,4.07814,2.08808,4.11057,0.462474,1.26938,1.9308,-1.30343,2.72914,-0.0898763,2.60282
0.1319,7.23801,3.5709,5.6435,0.291996,2.12815,1.6565,-5.39603,0.841469,0.397321,3.17879,5.17565,2.36988,7.68298,0.801561,0.393481,2.36274,-6.48507,2.26983,-1.44998,0.160808,4.08023,2.08804,4.11726,0.462559,1.26946,1.93078,-1.30707,2.72896,-0.093696,2.60271
0.132,7.24311,3.57069,5.6516,0.292118,2.12811,1.65662,-5.40439,0.841659,0.392302,3.17867,5.18052,2.3698,7.6972,0.801593,0.393701,2.36255,-6.49265,2.26981,-1.45857,0.160958,4.08232,2.088,4.12396,0.462643,1.26955,1.93075,-1.31071,2.72877,-0.0975157,2.60259
