t,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10
0,2.35755,3.73176,2.64111,0.211931,2.13132,1.55235,2.56875,0.71012,2.32176,3.27909,0.545872,2.43929,2.30331,0.771285,0.229995,2.50499,0.717315,2.28808,1.82277,0.0440553,2.08515,2.12786,1.48606,0.403147,1.168,1.96295,2.15497,2.85673,1.32352,2.69181
0.0001,2.35755,3.73176,2.64111,0.211931,2.13132,1.55235,2.56875,0.71012,2.32176,3.27909,0.545873,2.43929,2.30331,0.771285,0.229995,2.50499,0.717313,2.28808,1.82277,0.0440556,2.08515,2.12786,1.48606,0.403147,1.168,1.96295,2.15497,2.85673,1.32352,2.69181
0.0002,2.35755,3.73175,2.64111,0.211932,2.13132,1.55235,2.56875,0.710121,2.32176,3.27909,0.545875,2.43929,2.3033,0.771285,0.229996,2.50499,0.717311,2.28808,1.82277,0.0440561,2.08515,2.12786,1.48606,0.403147,1.168,1.96295,2.15497,2.85673,1.32352,2.69181
0.0003,2.35755,3.73175,2.64111,0.211932,2.13132,1.55235,2.56874,0.710122,2.32176,3.27909,0.545878,2.43929,2.3033,0.771285,0.229997,2.50498,0.717308,2.28808,1.82277,0.0440567,2.08515,2.12786,1.48606,0.403148,1.168,1.96295,2.15497,2.85673,1.32352,2.69181
0.0004,2.35756,3.73175,2.64111,0.211932,2.13132,1.55235,2.56874,0.710122,2.32176,3.27908,0.545882,2.43929,2.3033,0.771285,0.229998,2.50498,0.717304,2.28808,1.82277,0.0440574,2.08515,2.12786,1.48606,0.403148,1.168,1.96295,2.15497,2.85673,1.32353,2.69181
0.0005,2.35756,3.73175,2.6411,0.211933,2.13132,1.55235,2.56873,0.710123,2.32176,3.27908,0.545886,2.43929,2.3033,0.771286,0.229999,2.50498,0.7173,2.28808,1.82277,0.0440583,2.08515,2.12785,1.48606,0.403148,1.168,1.96295,2.15496,2.85673,1.32353,2.69181
0.0006,2.35756,3.73175,2.6411,0.211934,2.13132,1.55236,2.56872,0.710124,2.32176,3.27908,0.545891,2.43929,2.30329,0.771286,0.230001,2.50498,0.717295,2.28808,1.82277,0.0440593,2.08515,2.12785,1.48606,0.403149,1.168,1.96295,2.15496,2.85673,1.32353,2.69181
0.0007,2.35757,3.73175,2.6411,0.211934,2.13132,1.55236,2.56871,0.710125,2.32176,3.27908,0.545896,2.43929,2.30329,0.771286,0.230002,2.50498,0.717289,2.28808,1.82277,0.0440605,2.08516,2.12785,1.48606,0.403149,1.168,1.96295,2.15496,2.85673,1.32353,2.69181
0.0008,2.35758,3.73175,2.6411,0.211935,2.13132,1.55236,2.5687,0.710127,2.32176,3.27908,0.545902,2.43929,2.30329,0.771286,0.230004,2.50498,0.717282,2.28808,1.82278,0.0440619,2.08516,2.12785,1.48606,0.40315,1.168,1.96295,2.15495,2.85673,1.32353,2.6918
0.0009,2.35758,3.73175,2.64109,0.211936,2.13132,1.55236,2.56869,0.710128,2.32176,3.27908,0.545909,2.43929,2.30328,0.771287,0.230006,2.50498,0.717275,2.28808,1.82278,0.0440633,2.08516,2.12785,1.48606,0.403151,1.16801,1.96295,2.15495,2.85673,1.32353,2.6918
0.001,2.35759,3.73174,2.64109,0.211937,2.13132,1.55236,2.56868,0.71013,2.32176,3.27908,0.545916,2.43929,2.30328,0.771287,0.230008,2.50497,0.717267,2.28808,1.82278,0.044065,2.08516,2.12785,1.48606,0.403152,1.16801,1.96295,2.15494,2.85672,1.32354,2.6918
0.0011,2.3576,3.73174,2.64108,0.211938,2.13132,1.55236,2.56867,0.710132,2.32177,3.27907,0.545925,2.43929,2.30327,0.771288,0.230011,2.50497,0.717258,2.28808,1.82278,0.0440667,2.08516,2.12785,1.48606,0.403152,1.16801,1.96295,2.15494,2.85672,1.32354,2.6918
0.0012,2.3576,3.73174,2.64108,0.21194,2.13132,1.55236,2.56865,0.710134,2.32177,3.27907,0.545934,2.43929,2.30326,0.771288,0.230014,2.50497,0.717249,2.28808,1.82279,0.0440687,2.08516,2.12785,1.48605,0.403153,1.16801,1.96295,2.15493,2.85672,1.32354,2.6918
0.0013,2.35761,3.73174,2.64107,0.211941,2.13132,1.55236,2.56863,0.710136,2.32177,3.27907,0.545943,2.43929,2.30326,0.771289,0.230017,2.50497,0.717238,2.28808,1.82279,0.0440707,2.08516,2.12785,1.48605,0.403154,1.16802,1.96295,2.15492,2.85672,1.32355,2.6918
0.0014,2.35762,3.73173,2.64107,0.211942,2.13132,1.55237,2.56862,0.710138,2.32177,3.27907,0.545953,2.43929,2.30325,0.771289,0.23002,2.50497,0.717227,2.28808,1.82279,0.044073,2.08516,2.12785,1.48605,0.403155,1.16802,1.96295,2.15492,2.85672,1.32355,2.69179
0.0015,2.35763,3.73173,2.64106,0.211944,2.13132,1.55237,2.5686,0.710141,2.32177,3.27907,0.545964,2.43928,2.30324,0.77129,0.230023,2.50496,0.717215,2.28808,1.8228,0.0440753,2.08516,2.12785,1.48605,0.403156,1.16802,1.96294,2.15491,2.85671,1.32355,2.69179
0.0016,2.35764,3.73173,2.64105,0.211945,2.13132,1.55237,2.56858,0.710143,2.32177,3.27906,0.545976,2.43928,2.30323,0.771291,0.230027,2.50496,0.717203,2.28808,1.8228,0.0440779,2.08516,2.12785,1.48605,0.403158,1.16802,1.96294,2.1549,2.85671,1.32356,2.69179
0.0017,2.35766,3.73172,2.64105,0.211947,2.13133,1.55237,2.56856,0.710146,2.32177,3.27906,0.545988,2.43928,2.30322,0.771291,0.23003,2.50496,0.71719,2.28808,1.8228,0.0440805,2.08517,2.12784,1.48605,0.403159,1.16803,1.96294,2.15489,2.85671,1.32356,2.69179
0.0018,2.35767,3.73172,2.64104,0.211949,2.13133,1.55237,2.56854,0.710149,2.32178,3.27906,0.546001,2.43928,2.30322,0.771292,0.230034,2.50495,0.717176,2.28808,1.82281,0.0440833,2.08517,2.12784,1.48605,0.40316,1.16803,1.96294,2.15488,2.85671,1.32356,2.69179
0.0019,2.35768,3.73171,2.64103,0.211951,2.13133,1.55238,2.56851,0.710152,2.32178,3.27905,0.546015,2.43928,2.30321,0.771293,0.230038,2.50495,0.717161,2.28808,1.82281,0.0440863,2.08517,2.12784,1.48605,0.403162,1.16803,1.96294,2.15487,2.8567,1.32357,2.69178
0.002,2.35769,3.73171,2.64103,0.211953,2.13133,1.55238,2.56849,0.710155,2.32178,3.27905,0.546029,2.43928,2.3032,0.771294,0.230043,2.50495,0.717145,2.28808,1.82282,0.0440894,2.08517,2.12784,1.48605,0.403163,1.16804,1.96294,2.15486,2.8567,1.32357,2.69178
0.0021,2.35771,3.73171,2.64102,0.211955,2.13133,1.55238,2.56846,0.710158,2.32178,3.27905,0.546044,2.43928,2.30319,0.771294,0.230047,2.50494,0.717129,2.28808,1.82282,0.0440927,2.08517,2.12784,1.48605,0.403165,1.16804,1.96294,2.15485,2.8567,1.32358,2.69178
0.0022,2.35772,3.7317,2.64101,0.211957,2.13133,1.55238,2.56844,0.710162,2.32178,3.27904,0.54606,2.43927,2.30317,0.771295,0.230052,2.50494,0.717112,2.28808,1.82283,0.0440961,2.08517,2.12784,1.48605,0.403166,1.16805,1.96294,2.15484,2.85669,1.32358,2.69178
0.0023,2.35774,3.7317,2.641,0.211959,2.13133,1.55239,2.56841,0.710165,2.32179,3.27904,0.546076,2.43927,2.30316,0.771296,0.230057,2.50493,0.717094,2.28808,1.82283,0.0440996,2.08518,2.12784,1.48605,0.403168,1.16805,1.96294,2.15483,2.85669,1.32359,2.69177
0.0024,2.35775,3.73169,2.64099,0.211961,2.13133,1.55239,2.56838,0.710169,2.32179,3.27904,0.546094,2.43927,2.30315,0.771297,0.230062,2.50493,0.717076,2.28808,1.82284,0.0441033,2.08518,2.12783,1.48605,0.40317,1.16805,1.96294,2.15482,2.85669,1.3236,2.69177
0.0025,2.35777,3.73169,2.64098,0.211964,2.13133,1.55239,2.56835,0.710173,2.32179,3.27903,0.546111,2.43927,2.30314,0.771298,0.230068,2.50493,0.717057,2.28808,1.82284,0.0441072,2.08518,2.12783,1.48605,0.403171,1.16806,1.96294,2.1548,2.85668,1.3236,2.69177
0.0026,2.35779,3.73168,2.64097,0.211966,2.13133,1.5524,2.56832,0.710177,2.32179,3.27903,0.54613,2.43927,2.30313,0.771299,0.230073,2.50492,0.717037,2.28808,1.82285,0.0441112,2.08518,2.12783,1.48604,0.403173,1.16806,1.96294,2.15479,2.85668,1.32361,2.69176
0.0027,2.3578,3.73168,2.64096,0.211969,2.13133,1.5524,2.56829,0.710181,2.3218,3.27903,0.546149,2.43926,2.30311,0.7713,0.230079,2.50492,0.717016,2.28807,1.82285,0.0441153,2.08518,2.12783,1.48604,0.403175,1.16807,1.96294,2.15478,2.85667,1.32361,2.69176
0.0028,2.35782,3.73167,2.64095,0.211972,2.13133,1.5524,2.56826,0.710186,2.3218,3.27902,0.546169,2.43926,2.3031,0.771302,0.230085,2.50491,0.716995,2.28807,1.82286,0.0441196,2.08519,2.12783,1.48604,0.403177,1.16807,1.96293,2.15476,2.85667,1.32362,2.69176
0.0029,2.35784,3.73166,2.64094,0.211975,2.13133,1.55241,2.56822,0.71019,2.3218,3.27902,0.546189,2.43926,2.30308,0.771303,0.230092,2.50491,0.716973,2.28807,1.82287,0.0441241,2.08519,2.12782,1.48604,0.403179,1.16808,1.96293,2.15475,2.85667,1.32363,2.69175
0.003,2.35786,3.73166,2.64093,0.211977,2.13133,1.55241,2.56819,0.710195,2.3218,3.27901,0.546211,2.43926,2.30307,0.771304,0.230098,2.5049,0.71695,2.28807,1.82287,0.0441287,2.08519,2.12782,1.48604,0.403182,1.16808,1.96293,2.15473,2.85666,1.32363,2.69175
0.0031,2.35788,3.73165,2.64091,0.21198,2.13133,1.55241,2.56815,0.7102,2.32181,3.27901,0.546232,2.43925,2.30305,0.771305,0.230105,2.5049,0.716926,2.28807,1.82288,0.0441334,2.08519,2.12782,1.48604,0.403184,1.16809,1.96293,2.15472,2.85666,1.32364,2.69174
0.0032,2.3579,3.73164,2.6409,0.211984,2.13134,1.55242,2.56811,0.710205,2.32181,3.279,0.546255,2.43925,2.30304,0.771306,0.230112,2.50489,0.716902,2.28807,1.82289,0.0441383,2.0852,2.12782,1.48604,0.403186,1.1681,1.96293,2.1547,2.85665,1.32365,2.69174
0.0033,2.35792,3.73164,2.64089,0.211987,2.13134,1.55242,2.56807,0.71021,2.32181,3.279,0.546278,2.43925,2.30302,0.771308,0.230119,2.50488,0.716877,2.28807,1.8229,0.0441433,2.0852,2.12781,1.48604,0.403189,1.1681,1.96293,2.15469,2.85665,1.32366,2.69173
0.0034,2.35795,3.73163,2.64088,0.21199,2.13134,1.55243,2.56803,0.710215,2.32182,3.27899,0.546302,2.43925,2.303,0.771309,0.230126,2.50488,0.716851,2.28807,1.8229,0.0441485,2.0852,2.12781,1.48604,0.403191,1.16811,1.96293,2.15467,2.85664,1.32366,2.69173
0.0035,2.35797,3.73162,2.64086,0.211993,2.13134,1.55243,2.56799,0.710221,2.32182,3.27899,0.546327,2.43924,2.30299,0.77131,0.230133,2.50487,0.716824,2.28807,1.82291,0.0441538,2.08521,2.12781,1.48603,0.403194,1.16811,1.96293,2.15465,2.85664,1.32367,2.69173
0.0036,2.35799,3.73162,2.64085,0.211997,2.13134,1.55244,2.56795,0.710226,2.32182,3.27898,0.546352,2.43924,2.30297,0.771312,0.230141,2.50487,0.716797,2.28807,1.82292,0.0441593,2.08521,2.12781,1.48603,0.403196,1.16812,1.96292,2.15463,2.85663,1.32368,2.69172
0.0037,2.35802,3.73161,2.64083,0.212,2.13134,1.55244,2.5679,0.710232,2.32183,3.27897,0.546378,2.43924,2.30295,0.771313,0.230149,2.50486,0.716769,2.28807,1.82293,0.0441649,2.08521,2.1278,1.48603,0.403199,1.16813,1.96292,2.15461,2.85663,1.32369,2.69172
0.0038,2.35804,3.7316,2.64082,0.212004,2.13134,1.55244,2.56786,0.710238,2.32183,3.27897,0.546405,2.43924,2.30293,0.771315,0.230157,2.50485,0.71674,2.28807,1.82294,0.0441707,2.08521,2.1278,1.48603,0.403202,1.16813,1.96292,2.1546,2.85662,1.3237,2.69171
0.0039,2.35807,3.73159,2.6408,0.212008,2.13134,1.55245,2.56781,0.710244,2.32183,3.27896,0.546432,2.43923,2.30291,0.771316,0.230165,2.50484,0.71671,2.28806,1.82295,0.0441766,2.08522,2.1278,1.48603,0.403204,1.16814,1.96292,2.15458,2.85661,1.32371,2.69171
0.004,2.35809,3.73158,2.64079,0.212012,2.13134,1.55245,2.56776,0.71025,2.32184,3.27896,0.546461,2.43923,2.30289,0.771318,0.230174,2.50484,0.71668,2.28806,1.82295,0.0441827,2.08522,2.1278,1.48603,0.403207,1.16815,1.96292,2.15456,2.85661,1.32372,2.6917
0.0041,2.35812,3.73158,2.64077,0.212016,2.13135,1.55246,2.56772,0.710257,2.32184,3.27895,0.546489,2.43923,2.30287,0.77132,0.230183,2.50483,0.716649,2.28806,1.82296,0.0441889,2.08522,2.12779,1.48603,0.40321,1.16816,1.96292,2.15454,2.8566,1.32372,2.6917
0.0042,2.35815,3.73157,2.64076,0.21202,2.13135,1.55246,2.56767,0.710263,2.32184,3.27894,0.546519,2.43922,2.30285,0.771321,0.230192,2.50482,0.716617,2.28806,1.82297,0.0441953,2.08523,2.12779,1.48603,0.403213,1.16816,1.96292,2.15451,2.8566,1.32373,2.69169
0.0043,2.35817,3.73156,2.64074,0.212024,2.13135,1.55247,2.56762,0.71027,2.32185,3.27894,0.546549,2.43922,2.30283,0.771323,0.230201,2.50482,0.716584,2.28806,1.82298,0.0442018,2.08523,2.12779,1.48602,0.403216,1.16817,1.96291,2.15449,2.85659,1.32374,2.69169
0.0044,2.3582,3.73155,2.64072,0.212028,2.13135,1.55248,2.56756,0.710277,2.32185,3.27893,0.54658,2.43922,2.30281,0.771325,0.23021,2.50481,0.716551,2.28806,1.82299,0.0442085,2.08524,2.12778,1.48602,0.403219,1.16818,1.96291,2.15447,2.85658,1.32375,2.69168
0.0045,2.35823,3.73154,2.64071,0.212032,2.13135,1.55248,2.56751,0.710284,2.32186,3.27892,0.546612,2.43921,2.30279,0.771326,0.23022,2.5048,0.716517,2.28806,1.823,0.0442153,2.08524,2.12778,1.48602,0.403223,1.16819,1.96291,2.15445,2.85658,1.32376,2.69167
0.0046,2.35826,3.73153,2.64069,0.212037,2.13135,1.55249,2.56746,0.710291,2.32186,3.27892,0.546644,2.43921,2.30276,0.771328,0.23023,2.50479,0.716482,2.28806,1.82301,0.0442223,2.08524,2.12778,1.48602,0.403226,1.16819,1.96291,2.15443,2.85657,1.32377,2.69167
0.0047,2.35829,3.73152,2.64067,0.212041,2.13135,1.55249,2.5674,0.710298,2.32186,3.27891,0.546677,2.43921,2.30274,0.77133,0.23024,2.50478,0.716447,2.28806,1.82302,0.0442294,2.08525,2.12777,1.48602,0.403229,1.1682,1.96291,2.1544,2.85656,1.32379,2.69166
0.0048,2.35832,3.73151,2.64065,0.212046,2.13135,1.5525,2.56734,0.710305,2.32187,3.2789,0.54671,2.4392,2.30272,0.771332,0.23025,2.50477,0.71641,2.28805,1.82303,0.0442366,2.08525,2.12777,1.48602,0.403233,1.16821,1.96291,2.15438,2.85655,1.3238,2.69166
0.0049,2.35836,3.7315,2.64063,0.21205,2.13136,1.5525,2.56729,0.710313,2.32187,3.27889,0.546745,2.4392,2.30269,0.771334,0.23026,2.50477,0.716373,2.28805,1.82305,0.044244,2.08525,2.12777,1.48601,0.403236,1.16822,1.9629,2.15435,2.85655,1.32381,2.69165
0.005,2.35839,3.73149,2.64061,0.212055,2.13136,1.55251,2.56723,0.710321,2.32188,3.27889,0.54678,2.43919,2.30267,0.771336,0.230271,2.50476,0.716335,2.28805,1.82306,0.0442516,2.08526,2.12776,1.48601,0.40324,1.16823,1.9629,2.15433,2.85654,1.32382,2.69164
0.0051,2.35842,3.73148,2.64059,0.21206,2.13136,1.55252,2.56717,0.710329,2.32188,3.27888,0.546815,2.43919,2.30264,0.771338,0.230282,2.50475,0.716297,2.28805,1.82307,0.0442593,2.08526,2.12776,1.48601,0.403243,1.16824,1.9629,2.1543,2.85653,1.32383,2.69164
0.0052,2.35846,3.73147,2.64057,0.212065,2.13136,1.55252,2.56711,0.710337,2.32189,3.27887,0.546852,2.43919,2.30262,0.77134,0.230293,2.50474,0.716257,2.28805,1.82308,0.0442671,2.08527,2.12776,1.48601,0.403247,1.16825,1.9629,2.15428,2.85652,1.32384,2.69163
0.0053,2.35849,3.73146,2.64055,0.21207,2.13136,1.55253,2.56704,0.710345,2.32189,3.27886,0.546889,2.43918,2.30259,0.771342,0.230304,2.50473,0.716217,2.28805,1.82309,0.0442751,2.08527,2.12775,1.48601,0.403251,1.16826,1.9629,2.15425,2.85652,1.32386,2.69162
0.0054,2.35852,3.73145,2.64053,0.212075,2.13136,1.55254,2.56698,0.710353,2.3219,3.27885,0.546927,2.43918,2.30256,0.771344,0.230315,2.50472,0.716176,2.28805,1.8231,0.0442833,2.08528,2.12775,1.48601,0.403255,1.16827,1.96289,2.15422,2.85651,1.32387,2.69162
0.0055,2.35856,3.73144,2.64051,0.21208,2.13136,1.55254,2.56692,0.710362,2.3219,3.27884,0.546965,2.43917,2.30254,0.771346,0.230327,2.50471,0.716135,2.28805,1.82312,0.0442916,2.08528,2.12774,1.486,0.403259,1.16828,1.96289,2.1542,2.8565,1.32388,2.69161
0.0056,2.3586,3.73143,2.64049,0.212086,2.13137,1.55255,2.56685,0.71037,2.32191,3.27884,0.547005,2.43917,2.30251,0.771349,0.230339,2.5047,0.716092,2.28804,1.82313,0.0443,2.08529,2.12774,1.486,0.403263,1.16829,1.96289,2.15417,2.85649,1.32389,2.6916
0.0057,2.35863,3.73142,2.64047,0.212091,2.13137,1.55256,2.56678,0.710379,2.32191,3.27883,0.547045,2.43917,2.30248,0.771351,0.230351,2.50469,0.716049,2.28804,1.82314,0.0443086,2.08529,2.12774,1.486,0.403267,1.1683,1.96289,2.15414,2.85648,1.32391,2.69159
0.0058,2.35867,3.7314,2.64045,0.212097,2.13137,1.55256,2.56671,0.710388,2.32192,3.27882,0.547085,2.43916,2.30245,0.771353,0.230363,2.50468,0.716005,2.28804,1.82315,0.0443174,2.08529,2.12773,1.486,0.403271,1.16831,1.96289,2.15411,2.85647,1.32392,2.69159
0.0059,2.35871,3.73139,2.64042,0.212102,2.13137,1.55257,2.56664,0.710397,2.32192,3.27881,0.547126,2.43916,2.30242,0.771355,0.230376,2.50467,0.71596,2.28804,1.82317,0.0443262,2.0853,2.12773,1.486,0.403275,1.16832,1.96288,2.15408,2.85647,1.32393,2.69158
0.006,2.35875,3.73138,2.6404,0.212108,2.13137,1.55258,2.56657,0.710406,2.32193,3.2788,0.547168,2.43915,2.3024,0.771358,0.230388,2.50466,0.715915,2.28804,1.82318,0.0443353,2.0853,2.12772,1.48599,0.403279,1.16833,1.96288,2.15405,2.85646,1.32395,2.69157
0.0061,2.35879,3.73137,2.64038,0.212114,2.13137,1.55258,2.5665,0.710416,2.32194,3.27879,0.547211,2.43915,2.30237,0.77136,0.230401,2.50465,0.715869,2.28804,1.82319,0.0443445,2.08531,2.12772,1.48599,0.403284,1.16834,1.96288,2.15402,2.85645,1.32396,2.69156
0.0062,2.35883,3.73135,2.64035,0.21212,2.13138,1.55259,2.56643,0.710425,2.32194,3.27878,0.547255,2.43914,2.30234,0.771363,0.230415,2.50464,0.715822,2.28803,1.82321,0.0443538,2.08531,2.12771,1.48599,0.403288,1.16835,1.96288,2.15399,2.85644,1.32397,2.69156
0.0063,2.35887,3.73134,2.64033,0.212126,2.13138,1.5526,2.56635,0.710435,2.32195,3.27877,0.547299,2.43914,2.3023,0.771365,0.230428,2.50463,0.715774,2.28803,1.82322,0.0443633,2.08532,2.12771,1.48599,0.403293,1.16836,1.96287,2.15396,2.85643,1.32399,2.69155
0.0064,2.35891,3.73133,2.64031,0.212132,2.13138,1.55261,2.56628,0.710445,2.32195,3.27876,0.547344,2.43913,2.30227,0.771368,0.230441,2.50462,0.715725,2.28803,1.82324,0.0443729,2.08533,2.12771,1.48598,0.403297,1.16837,1.96287,2.15393,2.85642,1.324,2.69154
0.0065,2.35895,3.73132,2.64028,0.212138,2.13138,1.55262,2.5662,0.710455,2.32196,3.27875,0.547389,2.43913,2.30224,0.77137,0.230455,2.5046,0.715676,2.28803,1.82325,0.0443827,2.08533,2.1277,1.48598,0.403302,1.16838,1.96287,2.1539,2.85641,1.32402,2.69153
0.0066,2.359,3.7313,2.64026,0.212144,2.13138,1.55262,2.56612,0.710465,2.32196,3.27874,0.547435,2.43912,2.30221,0.771373,0.230469,2.50459,0.715626,2.28803,1.82327,0.0443926,2.08534,2.1277,1.48598,0.403306,1.1684,1.96287,2.15386,2.8564,1.32403,2.69152
0.0067,2.35904,3.73129,2.64023,0.212151,2.13138,1.55263,2.56604,0.710475,2.32197,3.27873,0.547482,2.43912,2.30218,0.771375,0.230483,2.50458,0.715575,2.28803,1.82328,0.0444027,2.08534,2.12769,1.48598,0.403311,1.16841,1.96286,2.15383,2.85639,1.32405,2.69151
0.0068,2.35908,3.73128,2.6402,0.212157,2.13139,1.55264,2.56596,0.710486,2.32198,3.27872,0.54753,2.43911,2.30214,0.771378,0.230498,2.50457,0.715524,2.28803,1.8233,0.0444129,2.08535,2.12769,1.48598,0.403316,1.16842,1.96286,2.1538,2.85638,1.32406,2.69151
0.0069,2.35913,3.73126,2.64018,0.212164,2.13139,1.55265,2.56588,0.710496,2.32198,3.27871,0.547578,2.43911,2.30211,0.771381,0.230512,2.50456,0.715471,2.28802,1.82331,0.0444233,2.08535,2.12768,1.48597,0.403321,1.16843,1.96286,2.15376,2.85637,1.32408,2.6915
0.007,2.35917,3.73125,2.64015,0.21217,2.13139,1.55266,2.5658,0.710507,2.32199,3.2787,0.547627,2.4391,2.30207,0.771383,0.230527,2.50455,0.715418,2.28802,1.82333,0.0444338,2.08536,2.12768,1.48597,0.403326,1.16845,1.96286,2.15373,2.85636,1.3241,2.69149
0.0071,2.35922,3.73123,2.64012,0.212177,2.13139,1.55267,2.56572,0.710518,2.322,3.27869,0.547677,2.4391,2.30204,0.771386,0.230542,2.50453,0.715364,2.28802,1.82334,0.0444445,2.08537,2.12767,1.48597,0.403331,1.16846,1.96285,2.15369,2.85635,1.32411,2.69148
0.0072,2.35927,3.73122,2.6401,0.212184,2.13139,1.55267,2.56563,0.710529,2.322,3.27868,0.547728,2.43909,2.302,0.771389,0.230557,2.50452,0.715309,2.28802,1.82336,0.0444553,2.08537,2.12767,1.48597,0.403336,1.16847,1.96285,2.15366,2.85634,1.32413,2.69147
0.0073,2.35932,3.7312,2.64007,0.212191,2.1314,1.55268,2.56555,0.71054,2.32201,3.27866,0.547779,2.43908,2.30197,0.771392,0.230573,2.50451,0.715254,2.28802,1.82338,0.0444662,2.08538,2.12766,1.48596,0.403341,1.16848,1.96285,2.15362,2.85633,1.32414,2.69146
0.0074,2.35936,3.73119,2.64004,0.212198,2.1314,1.55269,2.56546,0.710551,2.32202,3.27865,0.547831,2.43908,2.30193,0.771395,0.230588,2.50449,0.715198,2.28801,1.82339,0.0444773,2.08538,2.12766,1.48596,0.403346,1.1685,1.96285,2.15358,2.85632,1.32416,2.69145
0.0075,2.35941,3.73117,2.64001,0.212205,2.1314,1.5527,2.56537,0.710563,2.32202,3.27864,0.547883,2.43907,2.3019,0.771398,0.230604,2.50448,0.715141,2.28801,1.82341,0.0444886,2.08539,2.12765,1.48596,0.403352,1.16851,1.96284,2.15354,2.8563,1.32418,2.69144
0.0076,2.35946,3.73116,2.63998,0.212212,2.1314,1.55271,2.56528,0.710575,2.32203,3.27863,0.547937,2.43907,2.30186,0.771401,0.23062,2.50447,0.715083,2.28801,1.82343,0.0445,2.0854,2.12765,1.48595,0.403357,1.16852,1.96284,2.15351,2.85629,1.3242,2.69143
0.0077,2.35951,3.73114,2.63995,0.212219,2.1314,1.55272,2.56519,0.710586,2.32204,3.27862,0.547991,2.43906,2.30182,0.771404,0.230636,2.50445,0.715024,2.28801,1.82344,0.0445116,2.0854,2.12764,1.48595,0.403363,1.16854,1.96284,2.15347,2.85628,1.32421,2.69142
0.0078,2.35956,3.73113,2.63992,0.212227,2.13141,1.55273,2.5651,0.710598,2.32204,3.27861,0.548045,2.43905,2.30178,0.771407,0.230653,2.50444,0.714965,2.28801,1.82346,0.0445233,2.08541,2.12763,1.48595,0.403368,1.16855,1.96284,2.15343,2.85627,1.32423,2.69141
0.0079,2.35961,3.73111,2.63989,0.212234,2.13141,1.55274,2.565,0.71061,2.32205,3.27859,0.548101,2.43905,2.30174,0.77141,0.230669,2.50443,0.714905,2.288,1.82348,0.0445351,2.08542,2.12763,1.48595,0.403374,1.16857,1.96283,2.15339,2.85626,1.32425,2.6914
0.008,2.35967,3.7311,2.63986,0.212242,2.13141,1.55275,2.56491,0.710623,2.32206,3.27858,0.548157,2.43904,2.30171,0.771413,0.230686,2.50441,0.714844,2.288,1.8235,0.0445471,2.08542,2.12762,1.48594,0.403379,1.16858,1.96283,2.15335,2.85625,1.32427,2.69139
0.0081,2.35972,3.73108,2.63983,0.212249,2.13141,1.55276,2.56481,0.710635,2.32207,3.27857,0.548214,2.43904,2.30167,0.771416,0.230703,2.5044,0.714782,2.288,1.82351,0.0445593,2.08543,2.12762,1.48594,0.403385,1.16859,1.96283,2.15331,2.85623,1.32429,2.69138
0.0082,2.35977,3.73106,2.6398,0.212257,2.13142,1.55277,2.56472,0.710648,2.32207,3.27856,0.548271,2.43903,2.30163,0.771419,0.230721,2.50438,0.71472,2.288,1.82353,0.0445716,2.08544,2.12761,1.48594,0.403391,1.16861,1.96282,2.15327,2.85622,1.3243,2.69137
0.0083,2.35983,3.73105,2.63977,0.212265,2.13142,1.55278,2.56462,0.71066,2.32208,3.27854,0.54833,2.43902,2.30158,0.771423,0.230738,2.50437,0.714656,2.288,1.82355,0.044584,2.08544,2.12761,1.48594,0.403397,1.16862,1.96282,2.15323,2.85621,1.32432,2.69136
0.0084,2.35988,3.73103,2.63974,0.212273,2.13142,1.55279,2.56452,0.710673,2.32209,3.27853,0.548389,2.43902,2.30154,0.771426,0.230756,2.50436,0.714592,2.28799,1.82357,0.0445966,2.08545,2.1276,1.48593,0.403403,1.16864,1.96282,2.15319,2.8562,1.32434,2.69135
0.0085,2.35994,3.73101,2.6397,0.212281,2.13142,1.5528,2.56442,0.710686,2.3221,3.27852,0.548448,2.43901,2.3015,0.771429,0.230774,2.50434,0.714527,2.28799,1.82359,0.0446093,2.08546,2.12759,1.48593,0.403409,1.16865,1.96281,2.15314,2.85619,1.32436,2.69134
0.0086,2.35999,3.73099,2.63967,0.212289,2.13142,1.55281,2.56432,0.710699,2.3221,3.2785,0.548509,2.439,2.30146,0.771433,0.230792,2.50433,0.714461,2.28799,1.82361,0.0446222,2.08547,2.12759,1.48593,0.403415,1.16867,1.96281,2.1531,2.85617,1.32438,2.69133
0.0087,2.36005,3.73098,2.63964,0.212297,2.13143,1.55282,2.56421,0.710713,2.32211,3.27849,0.54857,2.439,2.30142,0.771436,0.23081,2.50431,0.714395,2.28799,1.82363,0.0446353,2.08547,2.12758,1.48592,0.403421,1.16868,1.96281,2.15306,2.85616,1.3244,2.69132
0.0088,2.36011,3.73096,2.6396,0.212306,2.13143,1.55283,2.56411,0.710726,2.32212,3.27848,0.548632,2.43899,2.30137,0.77144,0.230829,2.50429,0.714328,2.28799,1.82365,0.0446484,2.08548,2.12757,1.48592,0.403427,1.1687,1.9628,2.15301,2.85615,1.32442,2.69131
